Timestamp,Model,Retrain Days,Edge,Model MAE
2025-12-26 20:10:06.162482,Poisson Base,4,-0.08633443163097265,5.709892915980231
2025-12-26 20:11:22.143519,Gaussian Residual,4,0.020192474378907477,5.603366009970351
2025-12-26 20:15:18.351609,Gaussian Residual,7,-0.0021367789689668015,5.241547831812856
2025-12-26 20:18:39.093117,Gaussian Residual,4,-0.007278786878313959,5.246689839722203
2025-12-26 20:51:51.654955,Gaussian Residual,4,-0.009873282683503959,5.249284335527393
2025-12-26 20:59:27.403757,Gaussian Residual,4,-0.01420382562479805,5.253614878468687
2025-12-26 21:10:54.086132,Gaussian Residual,1,-0.00704620113588561,5.2464572539797745
2025-12-26 21:14:23.375853,Gaussian Residual,4,-0.007504028539999652,5.2469150813838885
